name,label,description,bbox_str,beginPosition,timeResolution,endPosition,prefix
pandora.L2_rout2p1_8.temperature_structured_uncertainty,temperature_structured_uncertainty(C),"Structured uncertainty of ozone effective temperature , -1=temperature fitting was requested, but cross section is zero in this wavelength range, -4=temperature fitting was requested, but differential optical depth is too small to retrieve temperature, -9=spectral fitting was not successful",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rout2p1_8.temperature_common_uncertainty,temperature_common_uncertainty(C),"Common uncertainty of ozone effective temperature , -1=temperature fitting was requested, but cross section is zero in this wavelength range, -2=no temperature fitting was requested and output for effective temperature and common uncertainty of it is based on f-code, -3=spectral fitting was done, but no independent uncertainty could be retrieved, -4=temperature fitting was requested, but differential optical depth is too small to retrieve temperature, -6=no independent uncertainty input was given, -9=spectral fitting was not successful",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rout2p1_8.temperature_uncertainty,temperature_uncertainty(C),"Total uncertainty of ozone effective temperature , -1=temperature fitting was requested, but cross section is zero in this wavelength range, -2=no temperature fitting was requested and output for effective temperature and common uncertainty of it is based on f-code, -3=spectral fitting was done, but no independent uncertainty could be retrieved, -4=temperature fitting was requested, but differential optical depth is too small to retrieve temperature, -5=spectral fitting was done without using the independent uncertainty input, -6=no independent uncertainty or common uncertainty input was given, -9=spectral fitting was not successful",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rout2p1_8.direct_ozone_air_mass_factor,direct_ozone_air_mass_factor(-),Direct ozone air mass factor,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rout2p1_8.ozone_air_mass_factor_uncertainty,ozone_air_mass_factor_uncertainty(-),"Uncertainty of direct ozone air mass factor, -7=uncertainty could not be retrieved since slant column uncertainties were missing",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rout2p1_8.diffuse_correction,,,-180 -90 180 90,,,now,pandora
pandora.L2_rsus1p1_8.days_since_2000,days_since_2000(days),Fractional days since 1-Jan-2000 UT midnight for center of measurement,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.measurement_duration,measurement_duration(s),Effective duration of measurement in seconds,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.solar_zenith_angle,solar_zenith_angle(deg),Solar zenith angle for center of measurement in degree,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.solar_azimuth_angle,solar_azimuth_angle(deg),Solar azimuth trig angle for center of measurement in degree,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.lunar_zenith_angle,lunar_zenith_angle(deg),Lunar zenith angle for center of measurement in degree,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.lunar_azimuth_angle,lunar_azimuth_angle(deg),Lunar azimuth trig angle for center of measurement in degree,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.rms_fitting_residuals,rms_fitting_residuals(-),"rms of unweighted fitting residuals, -9=fitting not successful",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.normalized_rms_fitting_residuals,normalized_rms_fitting_residuals(-),"Normalized rms of fitting residuals weighted with independent uncertainty, -9=fitting not successful or no uncertainty given",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.expected_rms_unweighted_fitting_residuals,expected_rms_unweighted_fitting_residuals(-),"Expected rms of unweighted fitting residuals based on independent uncertainty, -9=fitting not successful or no uncertainty given",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.expected_normalized_rms_weighted_fitting_residuals,expected_normalized_rms_weighted_fitting_residuals(-),"Expected normalized rms of weighted fitting residuals based on independent uncertainty, -9=fitting not successful or no uncertainty given",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.pressure,pressure(hPa),Climatological station pressure,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.data_processing_type_index,data_processing_type_index(-),Data processing type index,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.calibration_file_version,calibration_file_version(-),Calibration file version,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.calibration_file_date,calibration_file_date(yyyymmdd),Calibration file validity starting date,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.mean_sulfur_dioxide_total_vertical_column_amount,mean_sulfur_dioxide_total_vertical_column_amount(molecules/cm2),Mean value of measured data inside fitting window,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.wavelength_temperature,wavelength_temperature(C),"Wavelength effective temperature, 999=no effective temperature given",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.residual_stray_light_level,residual_stray_light_level(%),Estimated average residual stray light level (only valid for stray light correction methods 2 and higher),-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.wavelength_shift_from_l1,wavelength_shift_from_l1(nm),"Retrieved wavelength shift from level 1 data, -9=no wavelength change determination",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.total_wavelength_shift,total_wavelength_shift(nm),"Retrieved total wavelength shift, -9=no wavelength change fitting",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.resolution_change,resolution_change(%),"Retrieved resolution change, -999=no resolution change fitting",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.integration_time,integration_time(ms),Integration time,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.number_of_bright_count_cycles,number_of_bright_count_cycles(-),Number of bright count cycles,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.filterwheel1_position,filterwheel1_position(-),"Effective position of filterwheel #1, 0=filterwheel not used, 1-9 are valid positions",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.filterwheel2_position,filterwheel2_position(-),"Effective position of filterwheel #2, 0=filterwheel not used, 1-9 are valid positions",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.atmospheric_variability,atmospheric_variability(%),"Atmospheric variability, 999=no atmospheric variability was determined",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.aerosol_optical_depth_start,aerosol_optical_depth_start(-),Estimated aerosol optical depth at starting wavelength of fitting window,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.aerosol_optical_depth_center,aerosol_optical_depth_center(-),Estimated aerosol optical depth at center wavelength of fitting window,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.aerosol_optical_depth_end,aerosol_optical_depth_end(-),Estimated aerosol optical depth at ending wavelength of fitting window,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.l1_data_quality_flag,l1_data_quality_flag(-),"Level 1 data quality flag: 0=assured high quality, 1=assured medium quality, 2=assured low quality, 10=not-assured high quality, 11=not-assured medium quality, 12=not-assured low quality",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.sum_of_l1_quality_exceeding_dq1,sum_of_l1_quality_exceeding_dq1(-),"Sum over 2^i using those i, for which the corresponding L1 data quality parameter exceeds the DQ1 limit, 0=Saturated data, 1=Too few dark counts measurements, 2=No temperature given or effective temperature too different from the reference temperature, 3=Dark count too high, 4=Unsuccessful dark background fitting, 5=The dark count differs significantly from the dark map for too many pixels, 6=Absolute value of estimated average residual stray light level too high, 7=Although attempted, no wavelength change could be retrieved, 8=Absolute value of retrieved wavelength shift too large, 9=Retrieved wavelength shift differs too much from the shift predicted by the effective temperature",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.sum_of_l1_quality_exceeding_dq2,sum_of_l1_quality_exceeding_dq2(-),"Sum over 2^i using those i, for which the corresponding L1 data quality parameter exceeds the DQ2 limit (same parameters as for DQ1)",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.l2_fit_quality_flag,l2_fit_quality_flag(-),"L2Fit data quality flag, 0=assured high quality, 1=assured medium quality, 2=assured low quality, 10=not-assured high quality, 11=not-assured medium quality, 12=not-assured low quality",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.sum_of_l2_fit_quality_exceeding_dq1,sum_of_l2_fit_quality_exceeding_dq1(-),"Sum over 2^i using those i, for which the corresponding L2Fit data quality parameter exceeds the DQ1 limit, 0=L1 data quality above 0, 1=Spectral fitting was not successful, 2=Wavelength shift too large, 3=Normalized rms of fitting residuals weighted with independent uncertainty too large",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.sum_of_l2_fit_quality_exceeding_dq2,sum_of_l2_fit_quality_exceeding_dq2(-),"Sum over 2^i using those i, for which the corresponding L2Fit data quality parameter exceeds the DQ2 limit (same parameters as for DQ1)",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.sulfur_dioxide_l2_quality_flag,sulfur_dioxide_l2_quality_flag(-),"L2 data quality flag for sulfur dioxide, 0=assured high quality, 1=assured medium quality, 2=assured low quality, 10=not-assured high quality, 11=not-assured medium quality, 12=not-assured low quality, 20=unusable high quality, 21=unusable medium quality, 22=unusable low quality",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.sum_of_sulfur_dioxide_quality_exceeding_dq1,sum_of_sulfur_dioxide_quality_exceeding_dq1(-),"Sum over 2^i using those i, for which the corresponding L2 data quality parameter for sulfur dioxide exceeds the DQ1 limit, 0=L2Fit data quality above 0, 1=Retrieval error, 2=Air mass factor too large, 3=Atmospheric variability too large",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.sum_of_sulfur_dioxide_quality_exceeding_dq2,sum_of_sulfur_dioxide_quality_exceeding_dq2(-),"Sum over 2^i using those i, for which the corresponding L2 data quality parameter for sulfur dioxide exceeds the DQ2 limit (same parameters as for DQ1)",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.sulfur_dioxide_vertical_column_amount,sulfur_dioxide_vertical_column_amount(molecules/cm2),"Sulfur dioxide total vertical column amount , -9e99=retrieval not successful",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.sulfur_dioxide_vertical_column_independent_uncertainty,sulfur_dioxide_vertical_column_independent_uncertainty(molecules/cm2),"Independent uncertainty of sulfur dioxide total vertical column amount , -1=cross section is zero in this wavelength range, -3=spectral fitting was done, but no independent uncertainty could be retrieved, -5=no independent uncertainty input was given, -9=spectral fitting was not successful",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.sulfur_dioxide_vertical_column_structured_uncertainty,sulfur_dioxide_vertical_column_structured_uncertainty(molecules/cm2),"Structured uncertainty of sulfur dioxide total vertical column amount , -1=cross section is zero in this wavelength range, -7=not given since method ""MEAS"" was chosen, -9=spectral fitting was not successful",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.sulfur_dioxide_vertical_column_common_uncertainty,sulfur_dioxide_vertical_column_common_uncertainty(molecules/cm2),"Common uncertainty of sulfur dioxide total vertical column amount , -1=cross section is zero in this wavelength range, -6=no common uncertainty input was given, -7=not given since method ""MEAS"" was chosen, -9=spectral fitting was not successful",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.sulfur_dioxide_vertical_column_uncertainty,sulfur_dioxide_vertical_column_uncertainty(molecules/cm2),"Total uncertainty of sulfur dioxide total vertical column amount , -1=cross section is zero in this wavelength range, -3=spectral fitting was done, but no independent uncertainty could be retrieved, -5=no independent uncertainty input was given, -6=no common uncertainty input was given, -7=not given since method ""MEAS"" was chosen, -8=not given, since not all components are given",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.sulfur_dioxide_vertical_column_rms_uncertainty,sulfur_dioxide_vertical_column_rms_uncertainty(molecules/cm2),"rms-based uncertainty of sulfur dioxide total vertical column amount , -1=cross section is zero in this wavelength range, -3=spectral fitting was done, but no independent uncertainty could be retrieved, -9=spectral fitting was not successful",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.temperature,temperature(C),Sulfur dioxide effective temperature,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.temperature_independent_uncertainty,temperature_independent_uncertainty(C),"Independent uncertainty of sulfur dioxide effective temperature , -1=temperature fitting was requested, but cross section is zero in this wavelength range, -2=no temperature fitting was requested and output for effective temperature and common uncertainty of it is based on f-code, -3=spectral fitting was done, but no independent uncertainty could be retrieved, -4=temperature fitting was requested, but differential optical depth is too small to retrieve temperature, -5=spectral fitting was done without using the independent uncertainty input, -6=no independent uncertainty input was given, -9=spectral fitting was not successful",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.temperature_structured_uncertainty,temperature_structured_uncertainty(C),"Structured uncertainty of sulfur dioxide effective temperature , -1=temperature fitting was requested, but cross section is zero in this wavelength range, -4=temperature fitting was requested, but differential optical depth is too small to retrieve temperature, -9=spectral fitting was not successful",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.temperature_common_uncertainty,temperature_common_uncertainty(C),"Common uncertainty of sulfur dioxide effective temperature , -1=temperature fitting was requested, but cross section is zero in this wavelength range, -2=no temperature fitting was requested and output for effective temperature and common uncertainty of it is based on f-code, -3=spectral fitting was done, but no independent uncertainty could be retrieved, -4=temperature fitting was requested, but differential optical depth is too small to retrieve temperature, -6=no independent uncertainty input was given, -9=spectral fitting was not successful",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.temperature_uncertainty,temperature_uncertainty(C),"Total uncertainty of sulfur dioxide effective temperature , -1=temperature fitting was requested, but cross section is zero in this wavelength range, -2=no temperature fitting was requested and output for effective temperature and common uncertainty of it is based on f-code, -3=spectral fitting was done, but no independent uncertainty could be retrieved, -4=temperature fitting was requested, but differential optical depth is too small to retrieve temperature, -5=spectral fitting was done without using the independent uncertainty input, -6=no independent uncertainty or common uncertainty input was given, -9=spectral fitting was not successful",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.direct_sulfur_dioxide_air_mass_factor,direct_sulfur_dioxide_air_mass_factor(-),Direct sulfur dioxide air mass factor,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.sulfur_dioxide_air_mass_factor_uncertainty,sulfur_dioxide_air_mass_factor_uncertainty(-),"Uncertainty of direct sulfur dioxide air mass factor, -7=uncertainty could not be retrieved since slant column uncertainties were missing",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2_rsus1p1_8.diffuse_correction,,,-180 -90 180 90,,,now,pandora
pandora.L2Trop_rnvh1p1_7.days_since_2000,days_since_2000(days),Fractional days since 1-Jan-2000 UT midnight for center of measurement,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.measurement_duration,measurement_duration(s),Effective duration of measurement in seconds,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.solar_zenith_angle,solar_zenith_angle(deg),Solar zenith angle for center of measurement in degree,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.solar_azimuth_angle,solar_azimuth_angle(deg),Solar azimuth trig angle for center of measurement in degree,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.pointing_zenith_angle,pointing_zenith_angle(deg),Pointing zenith angle for center of measurement in degree,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.pointing_azimuth_angle,pointing_azimuth_angle(deg),Pointing azimuth trig angle for center of measurement in degree,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.water_vapor_surface,water_vapor_surface(ppb),"Water vapor surface concentration, -9e99=retrieval not successful",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.water_vapor_surface_uncertainty,water_vapor_surface_uncertainty(ppb),"Uncertainty of water vapor surface concentration, -8=retrieval not successful",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.water_vapor_tropospheric,water_vapor_tropospheric(cm),"Water vapor tropospheric vertical column amount, -9e99=retrieval not successful",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.water_vapor_tropospheric_uncertainty,water_vapor_tropospheric_uncertainty(cm),"Uncertainty of water vapor tropospheric vertical column amount, -8=retrieval not successful",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.water_vapor_surface_index,water_vapor_surface_index(-),"Water vapor surface concentration index, integer >0 (see manual), -8=retrieval not successful",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.water_vapor_heterogeneity_flag,water_vapor_heterogeneity_flag(-),"Water vapor heterogeneity flag, 0=well mixed conditions, 1=heterogeneous conditions, -8=retrieval not successful",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.water_vapor_l2_quality_flag,water_vapor_l2_quality_flag(-),"L2 data quality flag for water vapor: 0=assured high quality, 1=assured medium quality, 2=assured low quality, 10=not-assured high quality, 11=not-assured medium quality, 12=not-assured low quality, 20=unusable high quality, 21=unusable medium quality, 22=unusable low quality",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.sum_of_water_vapor_quality_exceeding_dq1,sum_of_water_vapor_quality_exceeding_dq1(-),"Sum over 2^i using those i, for which the corresponding L2 data quality parameter for water vapor exceeds the DQ1 limit, 0=L2Fit data quality above 0, 1=Uncertainty too high, 2=Signal to noise ratio too low, 3=Air mass factor too large",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.sum_of_water_vapor_quality_exceeding_dq2,sum_of_water_vapor_quality_exceeding_dq2(-),"Sum over 2^i using those i, for which the corresponding L2 data quality parameter for water vapor exceeds the DQ2 limit (same parameters as for DQ1)",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.direct_water_vapor_air_mass_factor,direct_water_vapor_air_mass_factor(-),Direct water vapor air mass factor,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.nitrogen_dioxide_surface,nitrogen_dioxide_surface(ppb),"Nitrogen dioxide surface concentration, -9e99=retrieval not successful",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.nitrogen_dioxide_surface_uncertainty,nitrogen_dioxide_surface_uncertainty(ppb),"Uncertainty of nitrogen dioxide surface concentration, -8=retrieval not successful",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.nitrogen_dioxide_tropospheric,nitrogen_dioxide_tropospheric(molecules/cm2),"Nitrogen dioxide tropospheric vertical column amount, -9e99=retrieval not successful",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.nitrogen_dioxide_tropospheric_uncertainty,nitrogen_dioxide_tropospheric_uncertainty(molecules/cm2),"Uncertainty of nitrogen dioxide tropospheric vertical column amount, -8=retrieval not successful",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.nitrogen_dioxide_surface_index,nitrogen_dioxide_surface_index(-),"Nitrogen dioxide surface concentration index, integer >0 (see manual), -8=retrieval not successful",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.nitrogen_dioxide_heterogeneity_flag,nitrogen_dioxide_heterogeneity_flag(-),"Nitrogen dioxide heterogeneity flag, 0=well mixed conditions, 1=heterogeneous conditions, -8=retrieval not successful",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.nitrogen_dioxide_l2_quality_flag,nitrogen_dioxide_l2_quality_flag(-),"L2 data quality flag for nitrogen dioxide: 0=assured high quality, 1=assured medium quality, 2=assured low quality, 10=not-assured high quality, 11=not-assured medium quality, 12=not-assured low quality, 20=unusable high quality, 21=unusable medium quality, 22=unusable low quality",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.sum_of_nitrogen_dioxide_quality_exceeding_dq1,sum_of_nitrogen_dioxide_quality_exceeding_dq1(-),"Sum over 2^i using those i, for which the corresponding L2 data quality parameter for nitrogen dioxide exceeds the DQ1 limit, 0=L2Fit data quality above 0, 1=Uncertainty too high, 2=Signal to noise ratio too low, 3=Air mass factor too large",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.sum_of_nitrogen_dioxide_quality_exceeding_dq2,sum_of_nitrogen_dioxide_quality_exceeding_dq2(-),"Sum over 2^i using those i, for which the corresponding L2 data quality parameter for nitrogen dioxide exceeds the DQ2 limit (same parameters as for DQ1)",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.direct_nitrogen_dioxide_air_mass_factor,direct_nitrogen_dioxide_air_mass_factor(-),Direct nitrogen dioxide air mass factor,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.fitting_result_index,fitting_result_index(-),"Maximum fitting result index: 0,1,2=no error or warning, 3,4=warning, >4=error",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.mean_normalized_rms_weighted_measured_uncertainty,mean_normalized_rms_weighted_measured_uncertainty(-),"Normalized rms of spectral fitting residuals weighted with measured uncertainty, mean over all sets",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.minimum_normalized_rms_weighted_measured_uncertainty,minimum_normalized_rms_weighted_measured_uncertainty(-),"Normalized rms of spectral fitting residuals weighted with measured uncertainty, minimum of all sets",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.maximum_normalized_rms_weighted_measured_uncertainty,maximum_normalized_rms_weighted_measured_uncertainty(-),"Normalized rms of spectral fitting residuals weighted with measured uncertainty, maximum of all sets",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.mean_expected_normalized_rms_weighted_measured_uncertainty,mean_expected_normalized_rms_weighted_measured_uncertainty(-),"Expected normalized rms of weighted spectral fitting residuals based on measured uncertainty, mean over all sets",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.minimum_expected_normalized_rms_weighted_measured_uncertainty,minimum_expected_normalized_rms_weighted_measured_uncertainty(-),"Expected normalized rms of weighted spectral fitting residuals based on measured uncertainty, minimum of all sets",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.maximum_expected_normalized_rms_weighted_measured_uncertainty,maximum_expected_normalized_rms_weighted_measured_uncertainty(-),"Expected normalized rms of weighted spectral fitting residuals based on measured uncertainty, maximum of all sets",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.mean_expected_normalized_rms_weighted_instrumental_uncertainty,mean_expected_normalized_rms_weighted_instrumental_uncertainty(-),"Expected normalized rms of weighted spectral fitting residuals based on instrumental uncertainty, mean over all sets",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.minimum_expected_normalized_rms_weighted_instrumental_uncertainty,minimum_expected_normalized_rms_weighted_instrumental_uncertainty(-),"Expected normalized rms of weighted spectral fitting residuals based on instrumental uncertainty, minimum of all sets",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.maximum_expected_normalized_rms_weighted_instrumental_uncertainty,maximum_expected_normalized_rms_weighted_instrumental_uncertainty(-),"Expected normalized rms of weighted spectral fitting residuals based on instrumental uncertainty, maximum of all sets",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.pressure,pressure(hPa),Climatological station pressure,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.temperature,temperature(C),Climatological station temperature,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.o2o2_height,o2o2_height(m),Climatological effective O2O2 height,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.data_processing_type_index,data_processing_type_index(-),Data processing type index,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.calibration_file_version,calibration_file_version(-),Calibration file version,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.calibration_file_date,calibration_file_date(yyyymmdd),Calibration file validity starting date,-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.minimum_l2_fit_data_quality_flag,minimum_l2_fit_data_quality_flag(-),"Level 2 Fit data quality flag, minimum of all sets: 0=assured high quality, 1=assured medium quality, 2=assured low quality, 10=not-assured high quality, 11=not-assured medium quality, 12=not-assured low quality",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
pandora.L2Trop_rnvh1p1_7.maximum_l2_fit_data_quality_flag,maximum_l2_fit_data_quality_flag(-),"Level 2 Fit data quality flag, maximum of all sets: 0=assured high quality, 1=assured medium quality, 2=assured low quality, 10=not-assured high quality, 11=not-assured medium quality, 12=not-assured low quality",-125 20 -60 50,2016-01-01T00:00:00Z,PT1H,now,pandora
